id,label,left_GenreList,left_HasAlbumName,left_HasAmount,left_HasArtistName,left_HasCopyright,left_HasCurrency,left_Minute,left_Name,left_ReleasedOn,left_Seconds,right_GenreList,right_HasAlbumName,right_HasAmount,right_HasArtistName,right_HasCopyright,right_HasCurrency,right_Minute,right_Name,right_ReleasedOn,right_Seconds
15,0," Adult Alternative', ' Music ', 'Alternative ', ' Rock ",VHS,1.29,X Ambassadors,2015 KIDinaKORNER/Interscope Records,$,1.0,VHS Outro ( Interlude ),2015-06-30 00:00:00,25.0,Alternative Rock,VHS [ Explicit ,1.29,X Ambassadors,( C ) 2015 KIDinaKORNER/Interscope Records,$,0.0,Moving Day ( Interlude ),2015-06-30 00:00:00,19.0
68,0," Dance ', ' Music ', ' House ', 'Electronic ', ' Rock', ' Garage ",Caracal,0.0,Disclosure,"2015 Island Records , a division of Universal Music Operations Limited",Album Only,4.0,Masterpiece ( feat . Jordan Rakei ),2015-08-10 00:00:00,1.0,"Electronica ', ' Dance & Electronic",Caracal ( Deluxe ),1.29,Disclosure,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",$,4.0,Willing & Able [ feat . Kwabs ,2015-09-25 00:00:00,52.0
487,0,"Hip-Hop/Rap ', ' Music",R.O.O.T.S. ( Deluxe Version ),0.0,Flo Rida,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Album Only,3.0,Ha ( feat . Brisco & 4 Mill ),2009-03-30 00:00:00,54.0,Rap & Hip-Hop,R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ,1.29,Flo Rida,"( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",$,4.0,Shone [ Feat . Pleasure P ,2009-03-30 00:00:00,13.0
59,0," Rock', ' Music ', 'Dance ",As Long As You Love Me ( Remixes ) [ feat . Big Sean ,1.29,Justin Bieber,2012 The Island Def Jam Music Group,$,4.0,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ,2012-09-11 00:00:00,40.0,Pop,Never Say Never - The Remixes,1.29,Justin Bieber,( C ) 2011 The Island Def Jam Music Group,$,3.0,Never Say Never [ feat . Jaden Smith ,2011-02-14 00:00:00,48.0
377,0," Music', 'Dance ","""Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP""",1.29,Flo Rida,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,6.0,"""Club Ca n't Handle Me ( Ridney Remix )""",2010-08-17 00:00:00,10.0,Dance & Electronic,Good Feeling ( Remixes ),1.29,Flo Rida,( C ) 2009 MPL Tours Inc. under exclusive license to StarCon LLC d/b/a Hear MusicTM,$,6.0,Good Feeling ( Hook N Sling Remix ),2011-11-15 00:00:00,15.0
497,1," Music ', 'Country ', ' Rock', ' Pop/Rock ', ' Contemporary Country ', ' Honky Tonk ', ' Pop ",Get Closer ( Deluxe Version ),1.29,Keith Urban,"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37",$,3.0,You Gon na Fly,2011-02-22 00:00:00,36.0,Country,Get Closer ( Deluxe Version ),1.29,Keith Urban,( C ) 2011 Hit Red Records under exclusive license to Capitol Records Nashville,$,3.0,You Gon na Fly,2011-02-22 00:00:00,36.0
128,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,Guetta David,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Pop,Mississippi-The Album ( Explicit Version ),0.69,David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",$,1.0,Phone Tap ( Album Version ( Explicit ) ) [ Explicit ,2003-05-20 00:00:00,52.0
247,0," Music ', ' Contemporary Country ', 'Country ', ' Urban Cowboy",Greatest Hits,0.99,Kenny Chesney,2000 BMG Entertainment,$,4.0,Because of Your Love,2000-09-26 00:00:00,16.0," Traditional Country ', 'Country ', ' Cowboy",49 All Time Greatest Hits,0.89,Kenny Rogers,( c ) 2008 Goldenlane Records,$,2.0,Hurry Up Love,2008-08-01 00:00:00,29.0
119,0," Electronic', ' Rock ', ' Music ', ' Dance ', 'House ","""Who 's That Chick ( feat . Rihanna ) - EP""",0.99,David Guetta & Rihanna,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,"""Who 's That Chick ? ( feat . Rihanna ) [ Single Version ]""",2010-12-03 00:00:00,45.0,Dance & Electronic,Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ,1.29,David Guetta,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",$,6.0,Play Hard ( feat . Ne-Yo & Akon ) [ Albert Neve Remix ,2013-03-22 00:00:00,52.0
208,0,"Rock ', ' Hard Rock ', ' Music ', ' Metal ', ' Alternative",Us and Them ( Deluxe Version ),1.29,Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,$,5.0,Fake ( Demo ),2005-10-04 00:00:00,5.0,Rock,Us And Them ( Deluxe ) [ Explicit ,1.29,Shinedown,2015 Real Sounds,$,3.0,Carried Away [ Demo ,2005-10-04 00:00:00,14.0
193,0," Metal ', 'Rock ', ' Hard Rock', ' Alternative ', ' Music ",Somewhere In the Stratosphere ( Live ),1.29,Shinedown,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,$,5.0,Second Chance ( Live Acoustic from Kansas City ),2011-04-18 00:00:00,6.0,Rock,Somewhere In The Stratosphere,1.29,Shinedown,( C ) 2005 MCA Nashville,$,4.0,Times Like These ( Live Acoustic From Kansas City ),2011-04-18 00:00:00,7.0
401,0," Music', 'Dance ","""Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP""",1.29,Skrillex & Diplo,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,2.0,"""Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ]""",2015-06-16 00:00:00,31.0,"Electronica ', ' Dubstep', ' Dance & Electronic ",Scary Monsters And Nice Sprites EP [ Explicit ,1.29,Skrillex,( c ) 2013 Digitop Ltd,$,5.0,Scary Monsters And Nice Sprites ( Zedd Remix ),2010-12-21 00:00:00,57.0
238,0," Rock', ' Music ', 'Singer/Songwriter ",Live After Deaf ( Live ) [ Complete Collection ,0.99,Ryan Adams,2012 PAXAM RECORDS,$,5.0,If I Am a Stranger ( Live In Amsterdam ),2012-07-02 00:00:00,10.0," Rock', 'Folk ",Live After Deaf ( Collection ),0.99,Ryan Adams,2012 PAXAM RECORDS,$,4.0,Dirty Rain ( Live in Cork ),2012-07-02 00:00:00,24.0
409,1," Contemporary Country', ' Music ', 'Country ","""Spring Break ... Checkin ' Out""",1.29,Luke Bryan,2015 Capitol Records Nashville,$,3.0,Are You Leaving With Him,2015-03-10 00:00:00,23.0,Country,"""Spring Break ... Checkin ' Out""",1.29,Luke Bryan,( C ) 2015 Capitol Records Nashville,$,3.0,Are You Leaving With Him,2015-03-10 00:00:00,24.0
39,0," Dance ', ' Music ', 'Electronic ', ' Electronica', ' Rock ",Get Free - Single,1.29,Major Lazer,2013 Secretly Canadian / Mad Decent,$,5.0,Get Free ( Andy C remix ),2013-02-27 00:00:00,31.0,Dance & Electronic,Get It : Hip-Hop & Pop for Now [ Explicit ,1.29,Major Lazer,2013 Secretly Canadian / Mad Decent,$,3.0,Break Free [ feat . Zedd ,2014-12-23 00:00:00,34.0
319,0," Hardcore Rap ', ' East Coast Rap ', ' Music ', ' Rap', 'Hip-Hop/Rap ",O.N.I.F.C. ( Deluxe Version ),1.99,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Remember You ( feat . The Weeknd ),2012-12-04 00:00:00,20.0,Rap & Hip-Hop,O.N.I.F.C. [ Explicit ,1.29,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,4.0,Let It Go ( feat . Akon ) [ Explicit ,2012-12-04 00:00:00,18.0
191,1,"Rock ', ' Music",The Studio Album Collection,1.29,Shinedown,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,4.0,Through the Ghost,2013-11-08 00:00:00,1.0,Rock,The Studio Album Collection,1.29,Shin,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,4.0,Through the Ghost,2013-11-08 00:00:00,1.0
250,1," Urban Cowboy', ' Music ', ' Contemporary Country ', 'Country ",When the Sun Goes Down,1.29,Kenny Chesney,2004 Sony Music Entertainment,$,3.0,Old Blue Chair,1990-01-01 00:00:00,23.0,Country,When The Sun Goes Down ( Deluxe Version ),1.29,Kenny Chesney,2012 Pinecastle Records,$,3.0,Old Blue Chair,2004-02-02 00:00:00,25.0
127,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Dance & Electronic,Listen ( Deluxe ),1.29,David Guetta,2015 If Moving Your Mine,$,3.0,"""I 'll Keep Loving you ( feat . Birdy & Jaymes Young )""",2014-11-24 00:00:00,8.0
363,0,"Hip-Hop/Rap ', ' Hardcore Rap ', ' East Coast Rap ', ' Music ', ' Rap",O.N.I.F.C. ( Deluxe Version ),1.99,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Remember You ( feat . The Weeknd ),2012-12-04 00:00:00,20.0,Rap & Hip-Hop,Blacc Hollywood ( Deluxe ) [ Explicit ,1.29,Khalifa Wiz,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,5.0,Hope ( feat . Ty Dolla $ ign ) [ Explicit ,2014-08-19 00:00:00,24.0
467,0," Music', 'Hip-Hop/Rap ",Take Care ( Deluxe Version ),1.29,Drake,‰ ãÑ 2011 Cash Money Records Inc.,$,4.0,Take Care ( feat . Rihanna ),2011-11-15 00:00:00,37.0,Rap & Hip-Hop,Take Care ( Deluxe Edition ) [ Explicit ,1.29,Drake,( C ) 2012 Cash Money Records Inc.,$,5.0,The Real Her [ feat . Andre 3000 ] [ Explicit ,2012-03-20 00:00:00,21.0
287,1,"Soul', ' Adult Alternative', 'Jazz', ' R&B / Soul', ' Music ', 'Pop ', 'Hip-Hop / Rap', 'Electronic', 'Rock', ' Pop/Rock ', 'Hip-Hop ', 'Dance",Version,1.2148290000000002,Mark Ronson,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,$,1.0,Outversion,2007-07-10 00:00:00,50.0,Pop,Version [ Explicit ,0.99,Mark Ronson,"""( c ) 2011 J'adore Records""",$,1.0,Outversion,2007-07-10 00:00:00,50.0
257,1," Music ', ' Contemporary Country', 'Country ', ' Urban Cowboy ",In My Wildest Dreams,0.99,Kenny Chesney,2004 BMG Music,$,2.0,"""I 'd Love to Change Your Name""",1994-01-06 00:00:00,48.0,Country,In My Wildest Dreams,0.99,Kenny Chesney,( p ) Moda Black,$,2.0,"""I 'd Love To Change Your Name""",2004-07-27 00:00:00,48.0
50,1," Music ', 'Pop ', ' Rock ', ' Contemporary Singer/Songwriter ', ' Singer/Songwriter ', ' Adult Alternative",5,1.29,Ed Sheeran,2014 Warner Music UK LImited,$,5.0,Goodbye to You ( feat . Dot Rotten ),2014-06-23 00:00:00,30.0,Pop,5,1.29,Ed Sheeran,Dub Police Records,$,5.0,Goodbye To You ( + Dot Rotten ),2014-06-23 00:00:00,30.0
93,0," Electronic ', 'Dance ', ' French Pop', ' Music ', ' House ', ' Rock ",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,3.0,"""Revolver ( Madonna Vs. David Guetta Feat . Lil ' Wayne ) ( One Love Remix )""",2009-08-21 00:00:00,18.0
368,0," Rap', ' Music ', 'Hip-Hop/Rap ', ' East Coast Rap ', ' Hardcore Rap ",O.N.I.F.C. ( Deluxe Version ),1.99,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Remember You ( feat . The Weeknd ),2012-12-04 00:00:00,20.0,Rap & Hip-Hop,Blacc Hollywood ( Deluxe ) [ Explicit ,1.29,Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,4.0,House In The Hills ( feat . Curren $ y ) [ Explicit ,2014-08-19 00:00:00,52.0
328,0," Hardcore Rap ', 'Music', ' West Coast Rap ', ' Rap ', 'Hip-Hop / Rap ', 'Soundtrack', ' Soundtrack', ' Gangsta Rap ",Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ,1.99,Snoop Dogg,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,4.0,"Young , Wild & Free ( feat . Bruno Mars )",2011-12-12 00:00:00,12.0,"Gangsta & Hardcore ', ' Rap & Hip-Hop",R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),0.99,Snoop Dogg,( C ) 2004 Geffen Records,$,3.0,Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ,2004-11-16 00:00:00,8.0
458,0,"Electronic ', ' Music",Settle ( Deluxe Version ),1.29,Disclosure,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",$,4.0,Confess To Me ( feat . Jessie Ware ),2014-04-15 00:00:00,10.0," Dance & Electronic', 'Electronica ",Caracal ( Deluxe ),1.29,Disclosure,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",$,3.0,Omen [ feat . Sam Smith ,2015-09-25 00:00:00,50.0
436,1,"Pop ', ' Music ', ' Dance ', ' Rock",Halcyon Days ( Deluxe Edition ),1.29,Ellie Goulding,‰ ãÑ 2013 Polydor Ltd. ( UK ),$,3.0,Halcyon,2013-08-27 00:00:00,24.0,Pop,Halcyon,1.29,Ellie Goulding,( C ) 2013 Polydor Ltd. ( UK ),$,3.0,Halcyon,2013-08-27 00:00:00,24.0
533,1," Hardcore Rap ', ' East Coast Rap ', ' Music ', ' Rap', 'Hip-Hop/Rap ",Rolling Papers ( Deluxe Version ),1.29,Wiz Khalifa,‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,Fly Solo,2011-03-28 00:00:00,20.0,Rap & Hip-Hop,Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ,1.29,Wiz Khal,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,Fly Solo [ Clean ,2011-03-28 00:00:00,20.0
394,0," Dance ', ' Music ', 'Pop ', ' Rock ', ' Contemporary R&B', ' R&B / Soul ",Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single,1.29,Jason Derulo,2014 Warner Bros. . Records Inc.,$,4.0,Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ,2014-05-02 00:00:00,7.0,Pop,Talk Dirty [ Clean ,1.29,Jason Derulo,2014 Warner Bros. . Records Inc.,$,3.0,Kama Sutra ( feat . Kid Ink ),2013-09-10 00:00:00,36.0
488,1," Rap ', ' Electronic ', ' Music ', 'Hip-Hop/Rap ', ' Dirty South ', ' Dance","Turn Around ( 5,4,3,2,1 ) - Deluxe Single",1.29,Flo Rida,‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,$,3.0,"Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ",2010-11-16 00:00:00,35.0,Rap & Hip-Hop,Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ,1.29,Flo Rida,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,"Turn Around ( 5,4,3,2,1 )",2010-11-26 00:00:00,20.0
499,0," Honky Tonk ', ' Music ', ' Contemporary Country', 'Country ",Reba Duets,1.29,Reba McEntire & Rascal Flatts,"‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc.",$,3.0,Faith In Love,2007-09-18 00:00:00,47.0," Contemporary Country', 'Country ","""Reba # 1 's""",0.99,Reba McEntire,"( C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc.",$,3.0,Love Needs A Holiday,2005-11-22 00:00:00,13.0
383,0," Dirty South', ' Music ', 'Hip-Hop/Rap ', ' Pop ",Mail On Sunday,1.29,Flo Rida,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,Money Right ( feat . Rick Ross & Brisco ),2008-03-18 00:00:00,16.0," Pop Rap', ' Southern Rap ', 'Rap & Hip-Hop ",Mail On Sunday [ Clean ,1.29,Flo Rida,2013 Warner Bros. . Records Inc.,$,3.0,Elevator ( feat . Timbaland ),2008-03-18 00:00:00,50.0
264,0," Rock', ' Music ', 'Country ",American Idol Season 10 : Lauren Alaina,1.29,Lauren Alaina,"2011 19 Recordings , Inc.",$,3.0,Any Man of Mine ( American Idol Performance ),2011-05-25 00:00:00,40.0,Country,Lauren Alaina - American Idol Season 10,1.29,Lauren Alaina,"( C ) 2011 19 Recordings , Inc.",$,2.0,( You Make Me Feel Like ) A Natural Woman ( American Idol Performance ),2011-05-25 00:00:00,53.0
2,1,"Dance ', ' Reggae ', ' Music ', ' Rock ', ' Electronic",Slow Down ( Remixes ),1.29,Selena Gomez,"2013 Hollywood Records , Inc.",$,5.0,Slow Down ( Smash Mode Remix ),2013-08-20 00:00:00,21.0,Dance & Electronic,Slow Down Remixes,1.29,Selena Gomez,"( C ) 2013 Hollywood Records , Inc.",$,5.0,Slow Down ( Smash Mode Remix ),2013-08-20 00:00:00,21.0
408,1," Music ', ' Contemporary Country ', 'Country ', ' Pop","""I 'll Stay Me""",1.29,Luke Bryan,"2006 , 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",$,4.0,Tackle Box,2007-08-14 00:00:00,2.0,Country,"""I 'll Stay Me""",1.29,Luke Bryan,"( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",$,4.0,Tackle Box,2007-08-14 00:00:00,2.0
99,0," Music', 'Dance ","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",1.29,David Guetta,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",$,4.0,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ",2015-05-12 00:00:00,42.0,Dance & Electronic,Dangerous ( feat . Sam Martin ),1.29,David Guetta,2013 Howard Hersh,$,3.0,Dangerous ( feat . Sam Martin ),2014-10-06 00:00:00,23.0
503,1," Rock ', ' Adult Alternative', 'Alternative ', ' Music ",Born To Die - The Paradise Edition,1.29,Lana Del Rey,‰ ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,$,5.0,Yayo,2012-11-13 00:00:00,21.0,Alternative Rock,Born To Die - The Paradise Edition [ Explicit ,1.29,Lana Del Rey,( C ) 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,$,3.0,Yayo,2012-11-13 00:00:00,57.0
359,0," Rap', ' Music ', 'Hip-Hop/Rap ', ' Hardcore Rap ', ' East Coast Rap ",O.N.I.F.C. ( Deluxe Version ),1.99,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Remember You ( feat . The Weeknd ),2012-12-04 00:00:00,20.0,Rap & Hip-Hop,O.N.I.F.C. [ Explicit ,1.29,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,4.0,Let It Go ( feat . Akon ) [ Explicit ,2012-12-04 00:00:00,18.0
122,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Pop,Mississippi-The Album ( Explicit Version ),0.99,David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",$,7.0,"""Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ]""",2003-05-20 00:00:00,11.0
364,0,"Hip-Hop/Rap ', ' Hardcore Rap ', ' East Coast Rap ', ' Music ', ' Rap",O.N.I.F.C. ( Deluxe Version ),1.99,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Remember You ( feat . The Weeknd ),2012-12-04 00:00:00,20.0,Rap & Hip-Hop,O.N.I.F.C. [ Explicit ,1.29,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,The Bluff ( feat . Cam ` Ron ) [ Explicit ,2012-12-04 00:00:00,48.0
49,0,"Singer/Songwriter ', ' Music",iTunes Festival : London 2012 - EP,1.99,Ed Sheeran,"2012 Warner Music UK LImited', '2012 RCA Records , a division of Sony Music Entertainment",$,5.0,The A Team ( Live ),2012-09-03 00:00:00,1.0,Pop,The A Team ( EP ),1.29,Ed Sheeran,Sam Hunt & David Kilgour / Bandit King Records,$,4.0,The A Team,2011-12-06 00:00:00,18.0
242,0," Rock', ' Music ', 'Singer/Songwriter ",Live After Deaf ( Live ) [ Complete Collection ,0.99,Ryan Adams,2012 PAXAM RECORDS,$,5.0,If I Am a Stranger ( Live In Amsterdam ),2012-07-02 00:00:00,10.0," Rock', 'Folk ",Live After Deaf ( Collection ),0.99,Ryan Adams,2012 PAXAM RECORDS,$,5.0,"""Do n't Fail Me Now ( Live in Malmo Bonus Track )""",2012-07-02 00:00:00,43.0
362,0," East Coast Rap ', ' Music ', ' Rap', 'Hip-Hop/Rap ', ' Hardcore Rap ",O.N.I.F.C. ( Deluxe Version ),1.99,Wiz Khalifa,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,5.0,Remember You ( feat . The Weeknd ),2012-12-04 00:00:00,20.0,Rap & Hip-Hop,O.N.I.F.C. [ Clean ,1.29,Khalifa Wiz,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,$,3.0,The Bluff ( feat . Cam ` Ron ) [ Clean ,2012-12-04 00:00:00,48.0
129,0," Music', 'Dance ",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,4.0,On The Dancefloor ( Feat . Will I Am & Apl De Ap ; Continuous Mix Version ),2009-08-21 00:00:00,16.0
80,0," Rock ', 'Dance ', ' Electronic ', ' French Pop', ' House ', ' Music ",Listen ( Deluxe Version ),1.29,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$,3.0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ,2014-11-24 00:00:00,20.0,Dance & Electronic,Listen ( Deluxe ),1.29,David Guetta,2015 If Moving Your Mine,$,3.0,"""I 'll Keep Loving you ( feat . Birdy & Jaymes Young )""",2014-11-24 00:00:00,8.0
338,0,"Hip-Hop/Rap ', ' Hardcore Rap ', ' East Coast Rap ', ' Rap ', ' Music ', ' Rock",Blacc Hollywood,1.29,Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,4.0,True Colors ( feat . Nicki Minaj ),2014-08-19 00:00:00,15.0,Rap & Hip-Hop,Blacc Hollywood [ Explicit ,1.29,Wiz Khalifa,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$,4.0,So High ( feat . Ghost Loft ) [ Explicit ,2014-08-19 00:00:00,9.0
432,0," Rock', 'Dance', ' Jazz ', 'Hip-Hop / Rap ', 'Music', ' Rap ', ' Bop ', ' Electronic ","""Skrillex and Diplo Present Jack '``""",1.29,Skrillex & Diplo,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,$,3.0,"""Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ]""",2015-02-24 00:00:00,30.0,Dance & Electronic,Skrillex and Diplo present Jack ÌÏ [ Explicit ,1.29,"Skrillex , Diplo', 'Skrillex & Diplo",2012 Knight Skreams,$,3.0,To ÌÏ ( feat . AlunaGeorge ),2015-02-24 00:00:00,57.0
200,0,"Rock ', ' Hard Rock', ' Alternative ', ' Music ', ' Metal ",Somewhere In the Stratosphere ( Live ),1.29,Shinedown,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,$,5.0,Second Chance ( Live Acoustic from Kansas City ),2011-04-18 00:00:00,6.0,Rock,Somewhere In The Stratosphere,1.29,Shinedown,( C ) 2005 MCA Nashville,$,5.0,Left Out ( Live From Washington State ),2011-04-18 00:00:00,54.0
125,0,"Dance ', ' Music",One Love ( Deluxe Version ),1.29,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$,2.0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ,2009-08-21 00:00:00,51.0,Dance & Electronic,One Love ( Deluxe Version ),1.29,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,$,3.0,"""Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version )""",2009-08-21 00:00:00,31.0
182,0," Music', 'Dance ",Autonomy - EP,0.99,Zedd,2011 Bugeyed Records,$,4.0,Autonomy ( Cold Blank Mix ),2011-03-28 00:00:00,59.0,"Electronica ', ' Dance & Electronic",Zedd - Autonomy,0.99,Zedd,( C ) 2014 Wolf Tone Limited,$,5.0,Autonomy ( Lucky Date Mix ),2011-03-28 00:00:00,59.0
227,0,"Pop ', ' Music","""El Perd ' _ n ( Forgiveness ) - Single""",1.29,Nicky Jam & Enrique Iglesias,2015 Sony Music Entertainment US Latin LLC,$,3.0,"""El Perd ' _ n ( Forgiveness )""",2015-07-10 00:00:00,26.0,"International ', ' Latin Hip-Hop', ' Latin Music ",El PerdÌ_n ( The Remixes ),1.29,Nicky Jam & Enrique Iglesias,2015 Real Sounds,$,4.0,El PerdÌ_n ( Gregor Salto Remix ),2015-07-01 00:00:00,9.0
